STN,YYYYMMDD,   FG,  FHX,  FHN,  FXX
  380,20020706,   30,   40,   20,   80
  380,20020707,   39,   70,   10,  110
  380,20020708,   39,   70,   10,  120
  380,20020709,   33,   70,   10,  130
  380,20020710,   25,   50,   10,   80
  380,20020711,   43,   70,   10,  120
  380,20020712,   16,   20,   10,   60
  380,20020713,   24,   40,    0,   80
  380,20020714,   39,   50,   30,  100
  380,20020715,   43,   60,   30,  110
  380,20020716,   50,   70,   30,  110
  380,20020717,   39,   60,   10,  100
  380,20020718,   39,   60,   20,  100
  380,20020719,   25,   40,   10,   80
  380,20020720,   23,   70,    0,  130
  380,20020721,   45,   70,   20,  130
  380,20020722,   33,   50,   10,   80
  380,20020723,   57,   80,   30,  130
  380,20020724,   45,   70,   20,  110
  380,20020725,   28,   40,   10,   80
  380,20020726,   35,   60,   10,   80
  380,20020727,   17,   30,   10,   70
  380,20020728,   20,   30,   10,   70
  380,20020729,   21,   40,   10,   70
  380,20020730,   20,   50,   10,  120
  380,20020731,   23,   50,    0,   70
  380,20020801,   30,   40,   10,   90
  380,20020802,   30,   50,   10,  140
  380,20020803,   23,   50,   10,  100
  380,20020804,   26,   50,   10,   90
  380,20020805,   33,   70,   10,  100
  380,20020806,   26,   50,    0,   80
  380,20020807,   18,   30,   10,   50
  380,20020808,   20,   30,   10,   60
  380,20020809,   25,   40,   20,   80
  380,20020810,   19,   30,   10,   40
  380,20020811,   28,   40,   20,   80
  380,20020812,   39,   60,   20,  100
  380,20020813,   27,   40,   10,   70
  380,20020814,   18,   30,   10,   50
  380,20020815,   17,   30,   10,   50
  380,20020816,   19,   30,   10,   60
  380,20020817,   21,   30,   10,   70
  380,20020818,   21,   40,   10,   80
  380,20020819,   33,   60,   10,  140
  380,20020820,   23,   50,   10,   90
  380,20020821,   36,   50,   20,   80
  380,20020822,   20,   30,   10,   90
  380,20020823,   24,   30,   20,   50
  380,20020824,   28,   50,   10,  100
  380,20020825,   23,   40,   10,   60
  380,20020826,   44,   50,   30,   90
  380,20020827,   23,   40,   10,   70
  380,20020828,   36,   50,   20,   80
  380,20020829,   15,   30,   10,   50
  380,20020830,   25,   40,   10,   70
  380,20020831,   32,   60,   10,  100
  380,20020901,   30,   40,   20,   80
  380,20020902,   38,   80,   10,  120
  380,20020903,   38,   70,   10,  110
  380,20020904,   25,   40,   10,   80
  380,20020905,   28,   40,   20,   70
  380,20020906,   45,   70,   30,  100
  380,20020907,   45,   70,   20,  130
  380,20020908,   31,   50,   10,   90
  380,20020909,   37,   60,   20,  110
  380,20020910,   15,   20,   10,   60
  380,20020911,   21,   40,   10,   80
  380,20020912,   39,   60,   20,  110
  380,20020913,   34,   50,   10,   80
  380,20020914,   24,   40,   10,   70
  380,20020915,   31,   40,   10,   90
  380,20020916,   16,   40,    0,   60
  380,20020917,   13,   20,   10,   30
  380,20020918,   20,   30,    0,   70
  380,20020919,   33,   40,   20,   70
  380,20020920,   19,   30,   10,   50
  380,20020921,   15,   30,   10,   50
  380,20020922,   30,   40,   20,  100
  380,20020923,   66,   90,   40,  150
  380,20020924,   53,   80,   20,  150
  380,20020925,   30,   50,   10,   70
  380,20020926,   27,   40,   10,   80
  380,20020927,   21,   30,   10,   50
  380,20020928,   16,   30,   10,   50
  380,20020929,   23,   40,   10,   70
  380,20020930,   19,   30,   10,   40
  380,20021001,   19,   30,   10,   50
  380,20021002,   23,   30,   20,   50
  380,20021003,   41,   60,   20,   90
  380,20021004,   24,   40,   10,   80
  380,20021005,   46,   70,   30,  110
  380,20021006,   50,  100,   10,  150
  380,20021007,   26,   40,   10,   70
  380,20021008,   40,   50,   20,   80
  380,20021009,   67,   90,   40,  130
  380,20021010,   61,   90,   40,  130
  380,20021011,   37,   50,   20,   90
  380,20021012,   22,   40,   10,   60
  380,20021013,   24,   50,   10,   80
  380,20021014,   74,  120,   30,  200
  380,20021015,   39,   80,   20,  120
  380,20021016,   55,   90,   20,  180
  380,20021017,   36,   50,   30,  120
  380,20021018,   48,   80,   20,  120
  380,20021019,   41,   60,   20,  100
  380,20021020,   38,   60,   20,  100
  380,20021021,   44,   70,   20,  110
  380,20021022,   62,   80,   40,  160
  380,20021023,   72,  110,   40,  170
  380,20021024,   54,   70,   30,  120
  380,20021025,   73,  130,   40,  230
  380,20021026,   90,  140,   50,  240
  380,20021027,  120,  190,   50,  310
  380,20021028,   55,   80,   20,  130
  380,20021029,   32,   60,   20,   80
  380,20021030,   28,   60,   10,   80
  380,20021031,   14,   20,   10,   40
  380,20021101,   46,   80,   10,  120
  380,20021102,   42,   70,   10,  120
  380,20021103,   54,   70,   40,  150
  380,20021104,   36,   50,   20,   90
  380,20021105,   19,   30,   10,   40
  380,20021106,   45,   70,   30,  100
  380,20021107,   39,   60,   10,  110
  380,20021108,   75,  120,   40,  200
  380,20021109,   41,  110,   10,  160
  380,20021110,   38,   70,   10,  100
  380,20021111,   52,   70,   30,  120
  380,20021112,   68,   90,   50,  140
  380,20021113,   56,   90,   30,  150
  380,20021114,   56,   70,   30,  130
  380,20021115,   21,   40,   10,   70
  380,20021116,   28,   50,   10,   80
  380,20021117,   38,   60,   20,   80
  380,20021118,   25,   40,   10,   50
  380,20021119,   22,   30,   10,   50
  380,20021120,   28,   40,   20,   60
  380,20021121,   55,  110,   20,  180
  380,20021122,   41,   70,   20,  110
  380,20021123,   37,   50,   20,   90
  380,20021124,   30,   40,   20,   60
  380,20021125,   31,   60,   10,   90
  380,20021126,   26,   50,   10,   80
  380,20021127,   28,   40,   10,   60
  380,20021128,   36,   60,   10,   90
  380,20021129,   29,   50,   10,   80
  380,20021130,   29,   40,   20,   60
  380,20021201,   54,   70,   30,  120
  380,20021202,   53,   80,   20,  130
  380,20021203,   18,   30,   10,   50
  380,20021204,   26,   40,   20,   70
  380,20021205,   35,   60,   10,   90
  380,20021206,   56,   70,   40,  110
  380,20021207,   47,   50,   40,  100
  380,20021208,   46,   60,   30,  100
  380,20021209,   48,   60,   30,  100
  380,20021210,   72,   90,   30,  130
  380,20021211,   73,   90,   30,  140
  380,20021212,   28,   40,   10,   60
  380,20021213,   13,   20,    0,   40
  380,20021214,   36,   60,   20,   90
  380,20021215,   44,   60,   30,  110
  380,20021216,   68,   90,   40,  140
  380,20021217,   40,   50,   30,   90
  380,20021218,   27,   50,   10,   80
  380,20021219,   33,   50,   10,   80
  380,20021220,   33,   50,   10,   70
  380,20021221,   16,   30,    0,   40
  380,20021222,   60,   90,   20,  150
  380,20021223,   27,   40,   10,   80
  380,20021224,   52,   60,   30,  100
  380,20021225,   35,   50,   20,   80
  380,20021226,   54,   70,   30,  120
  380,20021227,   49,   60,   30,  110
  380,20021228,   50,   60,   40,  110
  380,20021229,   67,  110,   40,  160
  380,20021230,   79,  120,   40,  190
  380,20021231,   40,   60,   10,  100
  380,20030101,   66,  100,   10,  190
  380,20030102,   86,  120,   30,  210
  380,20030103,   67,  100,   20,  160
  380,20030104,   65,   80,   50,  120
  380,20030105,   37,   60,   20,   80
  380,20030106,   46,   80,   20,  120
  380,20030107,   38,   60,   20,   80
  380,20030108,   40,   50,   30,   80
  380,20030109,   41,   50,   10,   90
  380,20030110,   26,   50,    0,   70
  380,20030111,   26,   40,   10,   70
  380,20030112,   34,   60,   10,   90
  380,20030113,   73,  100,   60,  140
  380,20030114,   73,   90,   60,  140
  380,20030115,   85,  100,   70,  160
  380,20030116,   58,   70,   50,  100
  380,20030117,   55,   80,   30,  130
  380,20030118,   50,   70,   20,  110
  380,20030119,   62,  100,   30,  180
  380,20030120,   71,   90,   60,  150
  380,20030121,   52,   70,   40,  130
  380,20030122,   58,   90,   40,  140
  380,20030123,   49,   70,   30,  110
  380,20030124,   21,   40,   10,   50
  380,20030125,   54,   80,   30,  130
  380,20030126,   57,   80,   40,  120
  380,20030127,   54,   80,   30,  130
  380,20030128,   78,  110,   50,  220
  380,20030129,   58,   80,   30,  150
  380,20030130,   50,  100,   30,  160
  380,20030131,   28,   60,    0,  110
  380,20030201,   54,   80,   10,  120
  380,20030202,   73,  100,   40,  150
  380,20030203,   64,   90,   30,  160
  380,20030204,   52,   80,   40,  130
  380,20030205,   40,   50,   30,  100
  380,20030206,   31,   50,   10,   90
  380,20030207,   52,   70,   40,  100
  380,20030208,   36,   50,   20,   80
  380,20030209,   28,   40,   10,   70
  380,20030210,   15,   40,   10,   50
  380,20030211,   23,   50,   10,   80
  380,20030212,   37,   70,   20,   90
  380,20030213,   33,   60,   20,   90
  380,20030214,   38,   50,   20,   80
  380,20030215,   40,   60,   20,  100
  380,20030216,   41,   60,   20,  100
  380,20030217,   38,   50,   30,   90
  380,20030218,   34,   50,   20,   90
  380,20030219,   57,   80,   30,  120
  380,20030220,   30,   70,   10,  100
  380,20030221,   20,   40,   10,   60
  380,20030222,   21,   30,   10,   50
  380,20030223,   33,   50,   20,   70
  380,20030224,   28,   40,   10,   70
  380,20030225,   31,   50,   10,   60
  380,20030226,   23,   30,   10,   70
  380,20030227,   27,   50,   10,   90
  380,20030228,   45,   60,   30,  100
  380,20030301,   43,   60,   30,  100
  380,20030302,   41,   60,   30,  100
  380,20030303,   23,   40,   10,   60
  380,20030304,   35,   60,   20,  100
  380,20030305,   38,   50,   20,   90
  380,20030306,   37,   60,   20,  120
  380,20030307,   47,   80,   30,  150
  380,20030308,   89,  100,   70,  150
  380,20030309,   74,  100,   50,  160
  380,20030310,   59,   90,   40,  120
  380,20030311,   64,  110,   10,  180
  380,20030312,   48,   60,   30,  100
  380,20030313,   42,   60,   20,  100
  380,20030314,   47,   80,   20,  120
  380,20030315,   45,   80,   20,  140
  380,20030316,   32,   50,   20,   80
  380,20030317,   34,   70,   10,  110
  380,20030318,   30,   50,   10,   80
  380,20030319,   23,   50,   10,   70
  380,20030320,   17,   30,   10,   50
  380,20030321,   38,   70,   10,  100
  380,20030322,   50,   80,   30,  100
  380,20030323,   20,   30,   10,   50
  380,20030324,   37,   60,   10,  100
  380,20030325,   15,   20,    0,   40
  380,20030326,   25,   40,   10,   70
  380,20030327,   18,   20,   10,   40
  380,20030328,   28,   50,   10,   80
  380,20030329,   27,   60,   10,  100
  380,20030330,   34,   60,   10,   90
  380,20030331,   31,   50,   20,   80
  380,20030401,   70,  120,   30,  180
  380,20030402,   51,   80,   30,  150
  380,20030403,   44,   70,   20,  130
  380,20030404,   25,   40,    0,   80
  380,20030405,   60,   80,   30,  120
  380,20030406,   54,   80,   30,  150
  380,20030407,   39,   50,   20,  100
  380,20030408,   31,   60,   10,  100
  380,20030409,   38,   60,   20,  100
  380,20030410,   27,   40,   10,   80
  380,20030411,   28,   50,   10,   80
  380,20030412,   19,   30,   10,   70
  380,20030413,   37,   70,   10,  100
  380,20030414,   60,   90,   20,  130
  380,20030415,   48,   80,   20,  110
  380,20030416,   53,   90,   30,  140
  380,20030417,   53,   90,   30,  120
  380,20030418,   54,   80,   20,  130
  380,20030419,   48,   70,   10,  120
  380,20030420,   38,   60,   10,   80
  380,20030421,   25,   60,   10,  110
  380,20030422,   26,   40,   10,   90
  380,20030423,   28,   40,   10,   80
  380,20030424,   19,   30,   10,   70
  380,20030425,   28,   50,   10,  120
  380,20030426,   38,   70,   20,  170
  380,20030427,   70,  100,   50,  170
  380,20030428,   52,   80,   30,  180
  380,20030429,   57,   80,   10,  140
  380,20030430,   44,   80,   10,  170
  380,20030501,   67,  110,   20,  170
  380,20030502,   60,  120,   30,  200
  380,20030503,   80,  130,   20,  200
  380,20030504,   40,   60,   20,  100
  380,20030505,   35,   60,   20,  100
  380,20030506,   20,   50,    0,   80
  380,20030507,   30,   40,   20,   80
  380,20030508,   28,   50,   10,   80
  380,20030509,   23,   40,   10,   70
  380,20030510,   28,   60,   10,   80
  380,20030511,   23,   40,   10,   80
  380,20030512,   50,   80,   10,  130
  380,20030513,   48,   60,   20,  130
  380,20030514,   46,   70,   30,  140
  380,20030515,   23,   40,   10,   70
  380,20030516,   19,   30,   10,   70
  380,20030517,   50,   80,   20,  130
  380,20030518,   55,   80,   30,  190
  380,20030519,   46,   80,   20,  130
  380,20030520,   80,  120,   60,  220
  380,20030521,   53,   70,   30,  110
  380,20030522,   54,   70,   40,  130
  380,20030523,   50,   90,    0,  130
  380,20030524,   27,   40,   10,   90
  380,20030525,   43,   80,   10,  130
  380,20030526,   21,   30,   10,   60
  380,20030527,   29,   50,   10,   70
  380,20030528,   33,   40,   20,   80
  380,20030529,   30,   40,   20,   80
  380,20030530,   22,   50,    0,  100
  380,20030531,   18,   30,   10,   50
  380,20030601,   26,   50,   10,   90
  380,20030602,   37,   70,   10,  150
  380,20030603,   19,   40,   10,   70
  380,20030604,   35,   90,    0,  140
  380,20030605,   25,   40,   10,   70
  380,20030606,   17,   30,    0,   60
  380,20030607,   27,   50,   10,   80
  380,20030608,   35,   60,   10,  160
  380,20030609,   38,   60,   10,   90
  380,20030610,   32,   50,   20,   90
  380,20030611,   33,   50,   10,   90
  380,20030612,   21,   60,   10,  100
  380,20030613,   23,   30,   20,   60
  380,20030614,   33,   60,   20,  100
  380,20030615,   31,   40,   10,   70
  380,20030616,   28,   40,   10,   80
  380,20030617,   25,   50,   10,   80
  380,20030618,   58,   70,   50,  100
  380,20030619,   72,   90,   50,  140
  380,20030620,   46,   70,   10,  140
  380,20030621,   18,   30,   10,   70
  380,20030622,   22,   40,    0,   60
  380,20030623,   62,  110,   20,  170
  380,20030624,   38,   50,   30,   80
  380,20030625,   31,   40,   10,  100
  380,20030626,   36,   50,   20,   80
  380,20030627,   31,   70,   10,  100
  380,20030628,   35,   40,   20,   70
  380,20030629,   21,   40,   10,   90
  380,20030630,   45,   70,   20,  120
  380,20030701,   57,   80,   40,  130
  380,20030702,   65,  100,   30,  160
  380,20030703,   44,   60,   30,  110
  380,20030704,   41,   60,   30,  100
  380,20030705,   38,   50,   20,   90
  380,20030706,   19,   30,   10,   80
  380,20030707,   17,   30,    0,   70
  380,20030708,   30,   40,   10,   90
  380,20030709,   27,   40,   10,   70
  380,20030710,   16,   30,   10,   60
  380,20030711,   41,   60,   20,  110
  380,20030712,   20,   30,    0,   70
  380,20030713,   31,   40,   10,   80
  380,20030714,   41,   70,   20,  110
  380,20030715,   50,   70,   30,  110
  380,20030716,   48,   80,   20,  150
  380,20030717,   61,  100,   30,  160
  380,20030718,   39,   70,   10,  140
  380,20030719,   26,   40,   10,   80
  380,20030720,   32,   60,   10,  100
  380,20030721,   25,   40,   10,   70
  380,20030722,   29,   60,   10,  100
  380,20030723,   23,   30,   10,   60
  380,20030724,   32,   50,   20,  160
  380,20030725,   40,   60,   30,  140
  380,20030726,   44,   60,   20,   90
  380,20030727,   51,   80,   20,  140
  380,20030728,   38,   60,   20,  100
  380,20030729,   28,   40,   10,   80
  380,20030730,   32,   60,   10,   90
  380,20030731,   15,   20,    0,   80
  380,20030801,   18,   30,   10,   80
  380,20030802,   22,   40,   10,   60
  380,20030803,   22,   40,    0,   70
  380,20030804,   27,   40,   10,   70
  380,20030805,   30,   40,   20,   80
  380,20030806,   30,   50,   20,   80
  380,20030807,   24,   40,    0,   90
  380,20030808,   20,   40,   10,   60
  380,20030809,   23,   30,    0,   70
  380,20030810,   20,   40,   10,   70
  380,20030811,   16,   20,   10,   70
  380,20030812,   31,   60,   10,  110
  380,20030813,   28,   40,   10,   80
  380,20030814,   29,   60,   10,   90
  380,20030815,   25,   50,   10,   80
  380,20030816,   33,   40,   10,   90
  380,20030817,   30,   40,   10,   70
  380,20030818,   40,   50,   10,   80
  380,20030819,   41,   60,   10,  100
  380,20030820,   18,   30,    0,   60
  380,20030821,   30,   50,   10,  100
  380,20030822,   52,   70,   30,  110
  380,20030823,   43,   60,   20,   90
  380,20030824,   36,   60,   20,   90
  380,20030825,   35,   50,   20,  100
  380,20030826,   22,   40,   10,   60
  380,20030827,   19,   30,   10,   60
  380,20030828,   20,   50,    0,   90
  380,20030829,   33,   50,   20,   80
  380,20030830,   28,   50,   20,  120
  380,20030831,   37,   70,   20,  110
  380,20030901,   33,   60,   20,  110
  380,20030902,   19,   40,   10,   60
  380,20030903,   16,   30,   10,   50
  380,20030904,   24,   40,    0,   70
  380,20030905,   23,   40,   10,   60
  380,20030906,   31,   50,   10,   80
  380,20030907,   22,   40,   10,   60
  380,20030908,   21,   30,   10,   60
  380,20030909,   19,   40,    0,   70
  380,20030910,   50,  100,   10,  160
  380,20030911,   38,   60,   20,  120
  380,20030912,   30,   40,   20,   60
  380,20030913,   25,   40,   10,   70
  380,20030914,   29,   50,   10,   90
  380,20030915,   15,   20,   10,   50
  380,20030916,   20,   30,   10,   50
  380,20030917,   18,   30,   10,   40
  380,20030918,   37,   60,   20,  100
  380,20030919,   30,   50,   20,   80
  380,20030920,   28,   40,   20,   70
  380,20030921,   37,   50,   20,   80
  380,20030922,   66,  100,   30,  170
  380,20030923,   33,   60,   20,  110
  380,20030924,   18,   20,   10,   60
  380,20030925,   37,   80,   10,  120
  380,20030926,   39,   60,   20,  100
  380,20030927,   20,   30,   10,   50
  380,20030928,   36,   90,   10,  160
  380,20030929,   41,   80,   10,  150
  380,20030930,   29,   50,   10,   70
  380,20031001,   25,   40,    0,   60
  380,20031002,   20,   40,   10,   60
  380,20031003,   39,   70,   10,  130
  380,20031004,   36,   60,   20,  130
  380,20031005,   36,   70,   20,  120
  380,20031006,   78,  100,   40,  160
  380,20031007,   69,  110,   40,  170
  380,20031008,   67,  100,   30,  180
  380,20031009,   43,   70,   30,  100
  380,20031010,   68,   80,   60,  120
  380,20031011,   26,   60,   10,  100
  380,20031012,   32,   60,    0,   90
  380,20031013,   49,   70,   30,  110
  380,20031014,   60,   90,   30,  130
  380,20031015,   58,   80,   40,  120
  380,20031016,   46,   80,   30,  110
  380,20031017,   52,   80,   30,  110
  380,20031018,   36,   50,   20,   80
  380,20031019,   30,   40,   20,   70
  380,20031020,   36,   50,   20,   90
  380,20031021,   20,   40,   10,   70
  380,20031022,   30,   50,   10,   80
  380,20031023,   54,   80,   40,  120
  380,20031024,   37,   70,   10,  110
  380,20031025,   63,   80,   40,  140
  380,20031026,   40,   80,   10,  120
  380,20031027,   21,   40,   10,   60
  380,20031028,   19,   30,   10,   50
  380,20031029,   39,   60,   20,  100
  380,20031030,   38,   50,   20,  100
  380,20031031,   37,   60,   10,  100
  380,20031101,   53,   80,   30,  130
  380,20031102,   75,  100,   50,  170
  380,20031103,   91,  120,   60,  200
  380,20031104,   36,   60,   10,   80
  380,20031105,   25,   50,   10,   70
  380,20031106,   25,   50,   10,   70
  380,20031107,   55,   80,   40,  110
  380,20031108,   50,   90,   20,  140
  380,20031109,   30,   40,   20,   60
  380,20031110,   23,   30,   10,   50
  380,20031111,   24,   40,   10,   50
  380,20031112,   24,   40,   10,   70
  380,20031113,   38,   50,   10,   70
  380,20031114,   45,   70,   20,  100
  380,20031115,   50,   80,   20,  120
  380,20031116,   28,   50,   10,   70
  380,20031117,   68,   90,   40,  150
  380,20031118,   76,   80,   70,  120
  380,20031119,   69,   90,   30,  140
  380,20031120,   46,   70,   20,  110
  380,20031121,   31,   50,   10,   80
  380,20031122,   43,   60,   20,   90
  380,20031123,   45,   60,   40,  100
  380,20031124,   35,   50,   20,  110
  380,20031125,   22,   50,    0,  100
  380,20031126,   61,   80,   40,  130
  380,20031127,   20,   40,   10,   50
  380,20031128,   27,   40,   20,   50
  380,20031129,   33,   50,   20,   90
  380,20031130,   37,   50,   20,   80
  380,20031201,   44,   70,   20,  120
  380,20031202,   14,   40,    0,   60
  380,20031203,   30,   60,   10,   80
  380,20031204,   46,   60,   20,  110
  380,20031205,   19,   30,   10,   50
  380,20031206,   47,   70,   30,  110
  380,20031207,   40,   60,   20,  100
  380,20031208,   21,   50,   10,   80
  380,20031209,   21,   40,   10,   70
  380,20031210,   26,   70,   10,  100
  380,20031211,   70,   90,   40,  160
  380,20031212,   37,   70,   20,  110
  380,20031213,   97,  120,   70,  190
  380,20031214,   68,   90,   50,  170
  380,20031215,   45,   60,   30,  160
  380,20031216,   30,   40,   20,   60
  380,20031217,   20,   30,   10,   40
  380,20031218,   24,   40,   10,   70
  380,20031219,   37,   50,   10,   80
  380,20031220,   75,  120,   20,  250
  380,20031221,   90,  130,   60,  210
  380,20031222,   41,   60,   30,  160
  380,20031223,   53,   70,   40,  110
  380,20031224,   50,   60,   30,  100
  380,20031225,   69,   80,   60,  130
  380,20031226,   70,  100,   30,  170
  380,20031227,   73,  100,   50,  170
  380,20031228,   80,  110,   50,  170
  380,20031229,   43,   80,   10,  120
  380,20031230,   11,   20,    0,   30
  380,20031231,   31,   50,   10,   70
  380,20040101,   26,   40,   10,   50
  380,20040102,   38,   50,   20,   90
  380,20040103,   15,   40,    0,   70
  380,20040104,   53,   80,   40,  110
  380,20040105,   43,   60,   30,   90
  380,20040106,   62,   80,   50,  130
  380,20040107,   33,   50,   20,   70
  380,20040108,   56,   80,   20,  130
  380,20040109,   56,   80,   30,  150
  380,20040110,   48,   60,   40,  100
  380,20040111,   79,  110,   60,  200
  380,20040112,   62,   80,   40,  130
  380,20040113,   86,  120,   60,  190
  380,20040114,   77,   90,   60,  150
  380,20040115,   68,  100,   50,  170
  380,20040116,  104,  140,   70,  250
  380,20040117,   67,   90,   30,  140
  380,20040118,   53,  100,   10,  160
  380,20040119,   70,   90,   40,  140
  380,20040120,   37,   60,   10,  130
  380,20040121,   15,   30,    0,   50
  380,20040122,   31,   50,   10,   70
  380,20040123,   19,   30,   10,   50
  380,20040124,   34,   60,   10,  100
  380,20040125,   30,   40,   20,   80
  380,20040126,   55,   90,   20,  140
  380,20040127,   36,   50,   20,   80
  380,20040128,   63,   80,   40,  140
  380,20040129,   61,   90,   30,  130
  380,20040130,   80,  110,   50,  160
  380,20040131,  120,  190,   80,  290
  380,20040201,  103,  160,   50,  260
  380,20040202,   88,  130,   60,  200
  380,20040203,   72,   80,   60,  130
  380,20040204,   81,  100,   50,  160
  380,20040205,   74,   90,   60,  140
  380,20040206,   76,  120,   40,  200
  380,20040207,   99,  140,   70,  230
  380,20040208,   92,  130,   70,  270
  380,20040209,   44,   70,   30,  130
  380,20040210,   63,  100,   30,  140
  380,20040211,   39,   70,   20,  120
  380,20040212,   19,   30,   10,   50
  380,20040213,   26,   40,   10,   50
  380,20040214,   15,   20,   10,   40
  380,20040215,   11,   20,    0,   30
  380,20040216,   18,   40,   10,   50
  380,20040217,   17,   30,   10,   40
  380,20040218,   37,   60,   20,  110
  380,20040219,   63,   90,   30,  140
  380,20040220,   53,   80,   20,  120
  380,20040221,   42,   60,   20,  100
  380,20040222,   41,   70,   20,  120
  380,20040223,   38,   70,   10,  100
  380,20040224,   60,   90,   20,  130
  380,20040225,   38,   70,   20,  120
  380,20040226,   53,   80,   30,  130
  380,20040227,   60,   80,   40,  120
  380,20040228,   22,   30,    0,   60
  380,20040229,   23,   40,   10,   60
  380,20040301,   28,   40,   20,   80
  380,20040302,   33,   50,   20,   90
  380,20040303,   33,   50,   20,   80
  380,20040304,   27,   30,   20,   60
  380,20040305,   44,   60,   20,   90
  380,20040306,   32,   50,    0,   80
  380,20040307,   24,   40,   10,   80
  380,20040308,   40,   60,   20,  100
  380,20040309,   46,   60,   20,  110
  380,20040310,   38,   50,   20,   90
  380,20040311,   31,   50,   20,   70
  380,20040312,   36,   50,   30,  100
  380,20040313,   60,   90,   30,  140
  380,20040314,   80,  110,   50,  170
  380,20040315,   77,   90,   60,  140
  380,20040316,   49,   80,   10,  110
  380,20040317,   35,   50,   10,   80
  380,20040318,   39,   70,   10,  140
  380,20040319,   89,  130,   50,  220
  380,20040320,  117,  160,   70,  250
  380,20040321,  103,  120,   90,  200
  380,20040322,   53,  100,   10,  150
  380,20040323,   23,   40,   10,   70
  380,20040324,   40,   60,   10,   90
  380,20040325,   25,   50,   10,   80
  380,20040326,   29,   50,   10,  100
  380,20040327,   15,   30,    0,   60
  380,20040328,   19,   30,    0,   60
  380,20040329,   27,   40,   10,   70
  380,20040330,   51,   90,    0,  130
  380,20040331,   28,   50,   10,   80
  380,20040401,   39,   70,   10,   90
  380,20040402,   39,   70,   20,  110
  380,20040403,   64,  100,   40,  150
  380,20040404,   76,  110,   30,  180
  380,20040405,   77,   90,   50,  160
  380,20040406,   50,   80,   30,  130
  380,20040407,   42,   50,   30,  100
  380,20040408,   28,   40,   10,  110
  380,20040409,   30,   40,   20,   70
  380,20040410,   28,   60,    0,  100
  380,20040411,   28,   40,   20,   70
  380,20040412,   32,   60,   20,  100
  380,20040413,   30,   40,   10,   80
  380,20040414,   23,   50,    0,   90
  380,20040415,   25,   40,   10,   80
  380,20040416,   33,   50,   10,   90
  380,20040417,   43,   80,   10,  130
  380,20040418,   68,  100,   30,  160
  380,20040419,   47,   80,   10,  130
  380,20040420,   33,   60,   20,  100
  380,20040421,   34,   60,   20,   90
  380,20040422,   32,   50,   20,   80
  380,20040423,   35,   60,   10,  100
  380,20040424,   27,   50,    0,   80
  380,20040425,   28,   40,   10,   90
  380,20040426,   28,   60,   10,  100
  380,20040427,   36,   70,   10,   90
  380,20040428,   34,   60,   10,  140
  380,20040429,   34,   60,   10,  100
  380,20040430,   38,   60,   10,  120
  380,20040501,   42,   80,   20,  110
  380,20040502,   29,   40,   10,   70
  380,20040503,   28,   60,   10,  120
  380,20040504,   55,   80,   30,  150
  380,20040505,   53,   90,   20,  150
  380,20040506,   22,   40,   10,   60
  380,20040507,   45,   80,   20,  130
  380,20040508,   33,   60,    0,  110
  380,20040509,   20,   40,   10,   60
  380,20040510,   18,   30,   10,   50
  380,20040511,   34,   50,   20,   70
  380,20040512,   40,   60,   20,  100
  380,20040513,   33,   60,   20,   80
  380,20040514,   15,   20,   10,   50
  380,20040515,   27,   50,   10,   90
  380,20040516,   28,   50,   10,   90
  380,20040517,   15,   30,    0,   80
  380,20040518,   20,   40,    0,   70
  380,20040519,   33,   60,   10,  100
  380,20040520,   27,   60,   10,   80
  380,20040521,   47,   70,   20,  110
  380,20040522,   42,   60,   20,  100
  380,20040523,   40,   70,   20,  110
  380,20040524,   19,   30,   10,   60
  380,20040525,   20,   50,   10,   80
  380,20040526,   28,   40,   20,   70
  380,20040527,   27,   40,   10,   70
  380,20040528,   20,   30,    0,   80
  380,20040529,   25,   40,   10,   80
  380,20040530,   31,   50,   10,   90
  380,20040531,   33,   60,   10,  110
  380,20040601,   20,   30,   10,   70
  380,20040602,   37,   60,   10,  110
  380,20040603,   31,   50,   10,   80
  380,20040604,   40,   60,   10,  100
  380,20040605,   32,   50,   10,   80
  380,20040606,   13,   20,   10,   50
  380,20040607,   23,   30,    0,   80
  380,20040608,   27,   40,   10,   70
  380,20040609,   38,   50,   10,   80
  380,20040610,   23,   50,   10,   80
  380,20040611,   42,   60,   20,   90
  380,20040612,   43,   60,   20,  140
  380,20040613,   28,   40,    0,   70
  380,20040614,   20,   30,   10,   50
  380,20040615,   42,   70,   20,  110
  380,20040616,   30,   50,   10,   80
  380,20040617,   63,  100,   30,  170
  380,20040618,   41,   50,   30,  100
  380,20040619,   26,   40,   10,  120
  380,20040620,   33,   50,   10,   90
  380,20040621,   37,   70,   20,  120
  380,20040622,   29,   40,   20,   80
  380,20040623,   98,  130,   40,  220
  380,20040624,  104,  130,   60,  200
  380,20040625,   48,   80,    0,  120
  380,20040626,   22,   40,   10,   70
  380,20040627,   51,   80,   20,  120
  380,20040628,   43,   60,   10,  100
  380,20040629,   36,   60,   10,  110
  380,20040630,   33,   50,   10,   90
  380,20040701,   57,   90,   30,  140
  380,20040702,   57,   90,   30,  170
  380,20040703,   79,  110,   60,  190
  380,20040704,   53,   70,   10,  120
  380,20040705,   28,   50,   10,   80
  380,20040706,   21,   40,    0,   70
  380,20040707,   50,  100,   20,  140
  380,20040708,   40,   70,   20,  170
  380,20040709,   54,   70,   40,  140
